datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.32423719604822265,1.0,10.324237196048223
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.5754072587676523,0.9999997588734665,10.575404847502318
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.9756463976565896,0.9999990354939822,10.975636752596412
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.9200223393696427,0.999997829861896,10.920000637988602
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.3535447587604714,0.9999961419777894,10.353506178538364
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.7492281736905884,0.9999939718424762,10.74916789211535
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.010718619918954286,0.9999913194570031,10.010631814488985
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.738648394534235,0.9999881848226492,10.738530242760728
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.4358774774826879,0.9999845679409262,10.43572315689195
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.7429720590009748,0.9999804688135782,10.742776747136757
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.3914929618592211,0.9999758874425823,10.391251836285043
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.4628354433136036,0.9999708238301476,10.46254368161508
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.3532381809125129,0.9999652779787161,10.352890960699675
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.3224538280521936,0.9999592498909624,10.322046326961818
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.21490294348955197,0.9999527395697936,10.214430339187487
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.9709867781640159,0.9999457470183493,10.97044424834751
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.23960242625265926,0.9999382722400014,10.238985148652674
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.9336744066151103,0.9999303152383551,10.93297755899866
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.6114439406930272,0.9999218760172474,10.6106627008655
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.8144900456098727,0.999912954580748,10.813619591417353
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.9736508430660549,0.9999035509331596,10.972686352397652
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.8632240262766495,0.9998936650790171,10.86216067706682
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.18456346760954834,0.9998832970230879,10.183396437840427
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.6233696103602194,0.9998724467703719,10.622094078063938
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.6687818933692867,0.9998611143261019,10.667393036630306
2003-01-02 01:00:00,2003-01-02 01:00:00,2003,1,2,0.10812900127179981,0.9998492996957429,10.10662199822923
2003-01-02 02:00:00,2003-01-02 02:00:00,2003,1,2,0.07047870297440417,0.9998370028849926,10.06884873182433
2003-01-02 03:00:00,2003-01-02 03:00:00,2003,1,2,0.45695652634464823,0.999824223899781,10.455198765342457
2003-01-02 04:00:00,2003-01-02 04:00:00,2003,1,2,0.40359882276966075,0.9998109627462709,10.40170845023237
2003-01-02 05:00:00,2003-01-02 05:00:00,2003,1,2,0.36726644758478866,0.9997972194308576,10.365238641893367
2003-01-02 06:00:00,2003-01-02 06:00:00,2003,1,2,0.5685056289369066,0.9997829939601689,10.566335568538594
2003-01-02 07:00:00,2003-01-02 07:00:00,2003,1,2,0.9236257181314743,0.999768286341065,10.921308581542123
2003-01-02 08:00:00,2003-01-02 08:00:00,2003,1,2,0.00919640937439048,0.9997530965806385,10.006727375180775
2003-01-02 09:00:00,2003-01-02 09:00:00,2003,1,2,0.8684575790359026,0.999737424686215,10.865831825898052
2003-01-02 10:00:00,2003-01-02 10:00:00,2003,1,2,0.27647522160122484,0.9997212706653522,10.273687928254747
2003-01-02 11:00:00,2003-01-02 11:00:00,2003,1,2,0.9336445429927124,0.9997046345258405,10.930690888251117
2003-01-02 12:00:00,2003-01-02 12:00:00,2003,1,2,0.5433899927464566,0.9996875162757026,10.540265155503484
2003-01-02 13:00:00,2003-01-02 13:00:00,2003,1,2,0.15323668085893916,0.9996699159231939,10.149935840090878
