ano,mes,dia,hora,velocidade_vento,insolar_solar,cobertura_nuvens,periodo,qs_recovery_boiler_MP,qs_recovery_boiler_SO2,qs_recovery_boiler_CO,qs_smelt_tank_MP,qs_smelt_tank_SO2,qs_smelt_tank_CO,qs_lime_kiln_MP,qs_lime_kiln_SO2,qs_lime_kiln_CO
2023,1,1,0,4.485241785568966,,claro,noite,1278.4909097137565,21.75254111365504,23.656275961147344,41.99205159218579,1.1012326073787568,0.0,95.88260650484524,0.36730089372316865,0.6226271567374029
2023,1,1,1,1.3556111729031388,,claro,noite,236.79791139739814,53.451313066818805,85.34568762508702,14.795498241975597,1.7745107567086709,0.0,34.973686545359634,0.7749317780050886,0.6886473020663575
2023,1,1,2,2.5412933735529744,,parcialmente_nublado,noite,1538.2002105409917,19.899670637415657,77.10762028016167,23.393316329238132,1.383281032427876,0.0,247.2861276293561,1.9975275100941252,0.3185837787423794
2023,1,1,3,3.697092043631363,,claro,noite,1438.0822354219,51.0090045987012,84.40097961817497,21.502854691786496,0.7106704953981876,0.0,485.66061592977724,1.0386359380884451,0.3260878419597549
2023,1,1,4,3.073411749128537,,parcialmente_nublado,noite,277.9297662460989,55.581105365301696,79.41168975258739,4.557649038485312,0.22572142426511876,0.0,492.536445865405,1.786764215131492,0.4739659378845957
2023,1,1,5,5.641883885215206,,claro,noite,112.52006740262678,38.721043713450406,78.35918849425738,48.36170960254187,0.6107099922277271,0.0,487.16709935678614,1.1823037656866142,0.1156375973024431
2023,1,1,6,1.1569046537133187,alta,,dia,736.4058696772943,21.486399860526753,80.6475875604173,4.10220707830044,1.0181545862232786,0.0,414.1638551152348,0.6142690120005281,0.6771426164706543
2023,1,1,7,3.9008695324273934,alta,,dia,358.58017040709035,40.66463192917051,45.88426645147748,10.959903034318206,0.21108131805442704,0.0,148.0672047905323,2.6952623629304027,0.5641379225021037
2023,1,1,8,2.479102842811387,alta,,dia,1453.8208872883267,61.41070207610726,78.26799123799033,37.03123992461993,1.1626718508479714,0.0,222.79146761168485,2.6339875921995657,0.32192418034300974
2023,1,1,9,5.369834442273718,moderada,,dia,1593.7211360361196,16.229674044233235,43.277570988758264,59.51284437996723,1.5737132925096453,0.0,213.81507058056204,0.9262100181445345,0.139496577330037
2023,1,1,10,2.5701052537912332,alta,,dia,1224.1684614126689,32.90488820678191,79.37182678515427,57.04264649460356,1.4679856190547165,0.0,440.63112562460907,1.3759574166756399,0.2968815737904328
2023,1,1,11,2.170520272805502,baixa,,dia,612.4310411977286,43.925935165485214,79.55379319776974,50.100902145114674,0.872117631905614,0.0,367.3246532704369,0.4603806412269186,0.8461422879530942
2023,1,1,12,6.868521281637003,moderada,,dia,1573.481368722519,14.46606953546326,97.70585339935406,55.399113812155626,0.5129599948589549,0.0,200.83464222003198,1.2936597645791943,0.2976266688843362
2023,1,1,13,3.4724956261446476,moderada,,dia,701.3282862711746,36.708534850208565,56.55605445839777,15.244932733692318,1.429527197209002,0.0,422.7483128662171,1.9484166738934865,0.8409565787315737
2023,1,1,14,1.0146016801765543,alta,,dia,360.12013865448085,37.631315464605834,77.09771654256349,25.373467647008184,0.4419893646726183,0.0,484.3985467287847,1.9338081884167402,0.2645133565065419
2023,1,1,15,6.254685285146077,alta,,dia,341.40089417696646,29.752406523367192,17.200437184935083,15.475583849379698,0.8682066190545762,0.0,35.46156378715669,1.083860792217515,0.1962217506932992
2023,1,1,16,4.731458969125516,alta,,dia,1175.0949582462913,29.081775709929317,77.91540864431131,46.11073686203686,0.6284540515174342,0.0,342.30118976981754,1.8979492221835788,0.7062714404895555
2023,1,1,17,3.973034566768504,moderada,,dia,1105.9745702037278,12.887466936758779,84.78264270330887,4.749464715205188,0.1790508005998966,0.0,308.17547459116787,1.7915087515084236,0.49253720092595127
2023,1,1,18,2.5994675838383015,,nublado,noite,1087.2167463554856,29.11606387195682,36.74168442100868,5.632788050450799,0.7940414094803535,0.0,180.0660626384644,0.5847165642610039,0.38081700068916635
2023,1,1,19,2.9151640791457902,,claro,noite,435.37240988993955,15.223463999879806,38.7942080151091,27.54959118651425,0.8728184856738005,0.0,241.1488917570962,1.1847663090513583,0.5163733715669173
