ano,mes,dia,hora,velocidade_vento,insolar_solar,cobertura_nuvens,periodo,qs_recovery_boiler_MP,qs_recovery_boiler_SO2,qs_recovery_boiler_CO,qs_smelt_tank_MP,qs_smelt_tank_SO2,qs_smelt_tank_CO,qs_lime_kiln_MP,qs_lime_kiln_SO2,qs_lime_kiln_CO,qs_total,classe_estabilidade
2023,1,1,0,5.53808023656796,,parcialmente_nublado,noite,1000.674347859361,54.23263372512127,56.56283389751914,34.21092473672127,1.1940335643541249,0.0,431.1670297476858,1.4687156487671804,0.7719621951283259,1580.2824813746581,D
2023,1,1,1,4.67081498615288,,parcialmente_nublado,noite,1116.1810542034523,14.728489720013641,26.458023930434297,40.217522122618234,1.692338198540148,0.0,78.74518149207059,0.5122909406250988,0.6419343226313466,1279.1768349303857,D
2023,1,1,2,2.669929609699562,,nublado,noite,654.4627616791068,32.09794537655542,32.689578971746975,8.787999165099215,1.6216470611060168,0.0,105.98860021929531,2.1989772314287896,0.3922631543047646,838.2397728586434,D
2023,1,1,3,4.58268409481153,,parcialmente_nublado,noite,1575.4043308963353,25.90061133379635,90.87200269558315,36.16677731568399,1.3301441352636623,0.0,75.64951849241565,2.545092828955819,0.23215541043734952,1808.1006331084714,D
2023,1,1,4,3.3713314792026887,,nublado,noite,1408.1143279044536,33.3246829656299,61.114174143355854,42.77271407026931,0.17623259948092737,0.0,404.52958186574796,2.1562965381146144,0.21556856158526078,1952.4035786486377,D
2023,1,1,5,1.0250782026472078,,nublado,noite,1554.48707106532,15.750072159303954,92.23828301488773,47.82578953272259,0.31917470434898587,0.0,102.964460518463,2.079711168712591,0.8049833592441702,1816.469545523003,D
2023,1,1,6,3.324764687490935,baixa,,dia,378.1431077907919,48.707587672709224,31.33470201733176,61.879480289831285,0.8471984865136878,0.0,209.50895306819166,0.19554146747832193,0.5850756309567976,731.2016464238045,D
2023,1,1,7,3.0410411575031278,alta,,dia,300.64295220783725,50.94110147274498,33.322195556257185,33.77521589257174,1.4275362725922032,0.0,447.38442980947985,2.002480470172141,0.37666840316206135,869.8725800848175,C
2023,1,1,8,2.546165761318184,baixa,,dia,652.6914980144187,28.226966668500502,98.2834818274679,21.344783832387364,0.8454890736294352,0.0,388.73900444823454,0.8438908960892726,0.25099601334993793,1191.2261107740778,C
2023,1,1,9,3.6053623651282245,moderada,,dia,1552.8213163158139,21.01874560056472,76.24345188330405,38.70884543064666,1.6304607109603828,0.0,442.10624223944745,1.5965656762811928,0.5266599628528985,2134.652287819871,C
2023,1,1,10,5.9595235063971685,moderada,,dia,391.2074679314653,11.043715590741524,78.76410996771587,5.2023650011876175,1.3321763624818088,0.0,352.5806630789927,2.43565767656156,0.39882019943483044,842.9649758085811,D
2023,1,1,11,5.252507574509291,alta,,dia,545.3387225427481,31.065358985480984,44.573479876566786,30.989387243475704,1.1918536662197396,0.0,116.22091099812528,1.117907413832258,0.5093008740606874,771.0069216005096,D
2023,1,1,12,3.143328440643883,alta,,dia,394.6450939725618,47.523984200110746,73.12983419466401,46.630202938796224,0.21091806159968646,0.0,325.8485878737771,1.335297883094851,0.3299132108470148,889.6538323354515,C
2023,1,1,13,1.3196985955112328,alta,,dia,1473.9900797381283,54.384808563113374,66.1829678206872,35.554220874839665,1.7726474169293511,0.0,50.25404856679304,1.1956890343331477,0.13399487199368623,1683.468456886818,A
2023,1,1,14,5.492031456395954,baixa,,dia,813.3575290804007,42.23407997089626,46.479517215604425,50.63259398478589,1.3157602433915447,0.0,190.53705035967818,0.19423517900586024,0.8437860179581612,1145.594552051721,D
2023,1,1,15,4.309143467012204,alta,,dia,1509.2404266623269,57.59453820646274,24.83729645653975,55.085631016982376,0.2890974113619608,0.0,230.10320579437138,0.260943030119159,0.880803520273065,1878.2919420984372,C
2023,1,1,16,5.91772579877468,alta,,dia,805.7890791188147,24.1945163845637,10.546647546136153,55.96734314404675,0.750350100613054,0.0,228.79547018250292,1.8407088664663251,0.4469420403706454,1128.3310573835142,D
2023,1,1,17,1.5074914793159018,alta,,dia,463.039627535367,24.206581881643473,84.05828351187866,40.0188781534741,0.13666712085571459,0.0,329.7177965025405,2.5754789006550936,0.6068370784277974,944.3601506848424,A
2023,1,1,18,3.0972341401999683,,claro,noite,202.72010140674087,52.34219843260404,38.2089338550794,33.92623840426289,0.6218140368568035,0.0,176.33847314118682,1.5916777086709408,0.6910239047077411,506.44046089010953,D
2023,1,1,19,6.829933432077619,,parcialmente_nublado,noite,1183.6147529727182,42.57147383324466,39.468211348596455,22.92115850181483,0.2869988066533386,0.0,106.36848923371389,0.6830536798190521,0.5240773079889486,1396.4382156845497,D
2023,1,1,20,6.70369116963094,,nublado,noite,700.5618875918087,39.26919077174147,79.23836086040876,23.693874645114242,0.7913013613618042,0.0,382.6965001752568,1.651265007400094,0.4597444728058209,1228.3621248858976,D
2023,1,1,21,4.339196806265963,,nublado,noite,576.5148795764713,31.1174412873037,92.95189463101771,35.91975566486295,0.6461110444941324,0.0,200.43880892125122,0.28169567650233174,0.8162659774896219,938.6868527793929,D
2023,1,1,22,3.5491142910734323,,nublado,noite,1318.730570903447,12.187424788164419,62.96533462089319,30.669501526364826,1.4270837939773446,0.0,430.0211092056687,0.9768807211445905,0.7814785592610171,1857.7593841189212,D
