datetime,datetime,year,month,day,random,sazonal,timeSeries
2050-01-01 00:00:00,2050-01-01 00:00:00,2050,1,1,0.972042293771586,1.0,10.972042293771587
2050-01-01 01:00:00,2050-01-01 01:00:00,2050,1,1,0.4460631535487444,0.9999997588734665,10.446060742283409
2050-01-01 02:00:00,2050-01-01 02:00:00,2050,1,1,0.7262551145060073,0.9999990354939822,10.726245469445828
2050-01-01 03:00:00,2050-01-01 03:00:00,2050,1,1,0.1960898505714218,0.999997829861896,10.196068149190381
2050-01-01 04:00:00,2050-01-01 04:00:00,2050,1,1,0.4517788834482407,0.9999961419777894,10.451740303226133
2050-01-01 05:00:00,2050-01-01 05:00:00,2050,1,1,0.2999474007616463,0.9999939718424762,10.299887119186408
2050-01-01 06:00:00,2050-01-01 06:00:00,2050,1,1,0.397038557339079,0.9999913194570031,10.396951751909109
2050-01-01 07:00:00,2050-01-01 07:00:00,2050,1,1,0.7432296643202122,0.9999881848226492,10.743111512546704
2050-01-01 08:00:00,2050-01-01 08:00:00,2050,1,1,0.033897092857099076,0.9999845679409262,10.033742772266361
2050-01-01 09:00:00,2050-01-01 09:00:00,2050,1,1,0.02844831764305278,0.9999804688135782,10.028253005778835
2050-01-01 10:00:00,2050-01-01 10:00:00,2050,1,1,0.20370327631708518,0.9999758874425823,10.203462150742908
2050-01-01 11:00:00,2050-01-01 11:00:00,2050,1,1,0.062242939105167205,0.9999708238301476,10.061951177406643
2050-01-01 12:00:00,2050-01-01 12:00:00,2050,1,1,0.3238607942387475,0.9999652779787161,10.32351357402591
2050-01-01 13:00:00,2050-01-01 13:00:00,2050,1,1,0.9701881963276944,0.9999592498909624,10.969780695237318
2050-01-01 14:00:00,2050-01-01 14:00:00,2050,1,1,0.46859488028741303,0.9999527395697936,10.468122275985348
2050-01-01 15:00:00,2050-01-01 15:00:00,2050,1,1,0.5522452389372948,0.9999457470183493,10.551702709120788
2050-01-01 16:00:00,2050-01-01 16:00:00,2050,1,1,0.8813853767990887,0.9999382722400014,10.880768099199102
2050-01-01 17:00:00,2050-01-01 17:00:00,2050,1,1,0.08574543844344529,0.9999303152383551,10.085048590826997
2050-01-01 18:00:00,2050-01-01 18:00:00,2050,1,1,0.9035167466684567,0.9999218760172474,10.90273550684093
2050-01-01 19:00:00,2050-01-01 19:00:00,2050,1,1,0.8670549131557286,0.999912954580748,10.86618445896321
2050-01-01 20:00:00,2050-01-01 20:00:00,2050,1,1,0.7304309382904361,0.9999035509331596,10.729466447622032
2050-01-01 21:00:00,2050-01-01 21:00:00,2050,1,1,0.5746409846926879,0.9998936650790171,10.57357763548286
2050-01-01 22:00:00,2050-01-01 22:00:00,2050,1,1,0.17444650313500543,0.9998832970230879,10.173279473365884
2050-01-01 23:00:00,2050-01-01 23:00:00,2050,1,1,0.9266687279440343,0.9998724467703719,10.925393195647754
2050-01-02 00:00:00,2050-01-02 00:00:00,2050,1,2,0.2845734680214598,0.9998611143261019,10.28318461128248
2050-01-02 01:00:00,2050-01-02 01:00:00,2050,1,2,0.1032018675842915,0.9998492996957429,10.10169486454172
2050-01-02 02:00:00,2050-01-02 02:00:00,2050,1,2,0.6954546324981908,0.9998370028849926,10.693824661348117
2050-01-02 03:00:00,2050-01-02 03:00:00,2050,1,2,0.07265339483345046,0.999824223899781,10.07089563383126
2050-01-02 04:00:00,2050-01-02 04:00:00,2050,1,2,0.5407227936334412,0.9998109627462709,10.53883242109615
2050-01-02 05:00:00,2050-01-02 05:00:00,2050,1,2,0.8792433999015218,0.9997972194308576,10.8772155942101
2050-01-02 06:00:00,2050-01-02 06:00:00,2050,1,2,0.0968297937391216,0.9997829939601689,10.09465973334081
2050-01-02 07:00:00,2050-01-02 07:00:00,2050,1,2,0.11290350372612601,0.999768286341065,10.110586367136776
2050-01-02 08:00:00,2050-01-02 08:00:00,2050,1,2,0.08131410639163472,0.9997530965806385,10.07884507219802
2050-01-02 09:00:00,2050-01-02 09:00:00,2050,1,2,0.7008536078397681,0.999737424686215,10.698227854701917
2050-01-02 10:00:00,2050-01-02 10:00:00,2050,1,2,0.9527758159343173,0.9997212706653522,10.949988522587839
2050-01-02 11:00:00,2050-01-02 11:00:00,2050,1,2,0.6966445681323951,0.9997046345258405,10.6936909133908
2050-01-02 12:00:00,2050-01-02 12:00:00,2050,1,2,0.9992726426736555,0.9996875162757026,10.996147805430683
2050-01-02 13:00:00,2050-01-02 13:00:00,2050,1,2,0.18842141651241506,0.9996699159231939,10.185120575744355
2050-01-02 14:00:00,2050-01-02 14:00:00,2050,1,2,0.5250854471140115,0.9996518334768022,10.521603781882034
2050-01-02 15:00:00,2050-01-02 15:00:00,2050,1,2,0.7298492452347771,0.9996332689452478,10.726181934687254
2050-01-02 16:00:00,2050-01-02 16:00:00,2050,1,2,0.0036010171561213777,0.9996142223374836,9.999743240530957
2050-01-02 17:00:00,2050-01-02 17:00:00,2050,1,2,0.9532833664765409,0.9995946936626949,10.94923030310349
2050-01-02 18:00:00,2050-01-02 18:00:00,2050,1,2,0.5680910684892138,0.9995746829302993,10.563837897792206
2050-01-02 19:00:00,2050-01-02 19:00:00,2050,1,2,0.36111459951518776,0.9995541901499472,10.35665650101466
2050-01-02 20:00:00,2050-01-02 20:00:00,2050,1,2,0.7571010178733946,0.9995332153315211,10.752433171188605
2050-01-02 21:00:00,2050-01-02 21:00:00,2050,1,2,0.45333444907670595,0.9995117584851364,10.44845203392807
2050-01-02 22:00:00,2050-01-02 22:00:00,2050,1,2,0.288388949807852,0.9994898196211406,10.283287146019257
2050-01-02 23:00:00,2050-01-02 23:00:00,2050,1,2,0.3800202895392213,0.9994673987501137,10.374694277040359
2050-01-03 00:00:00,2050-01-03 00:00:00,2050,1,3,0.5449493491993856,0.9994444958828685,10.53939430802807
2050-01-03 01:00:00,2050-01-03 01:00:00,2050,1,3,0.9099017536375273,0.9994211110304497,10.904112863942025
2050-01-03 02:00:00,2050-01-03 02:00:00,2050,1,3,0.7983920594979251,0.999397244204135,10.792364501539275
2050-01-03 03:00:00,2050-01-03 03:00:00,2050,1,3,0.9416789217636589,0.999372895415434,10.935407875917997
2050-01-03 04:00:00,2050-01-03 04:00:00,2050,1,3,0.20302509025811355,0.999348064676089,10.196505737019004
2050-01-03 05:00:00,2050-01-03 05:00:00,2050,1,3,0.5259721588689309,0.999322751998075,10.51919967884968
2050-01-03 06:00:00,2050-01-03 06:00:00,2050,1,3,0.4145840978988308,0.9992969573935987,10.407553671834817
2050-01-03 07:00:00,2050-01-03 07:00:00,2050,1,3,0.6588807177479794,0.9992706808750998,10.651587526498979
2050-01-03 08:00:00,2050-01-03 08:00:00,2050,1,3,0.2817373769158109,0.9992439224552503,10.274176601468312
2050-01-03 09:00:00,2050-01-03 09:00:00,2050,1,3,0.3422593046061482,0.9992166821469545,10.334426126075693
2050-01-03 10:00:00,2050-01-03 10:00:00,2050,1,3,0.9136744756107217,0.999188959963349,10.905564075244211
2050-01-03 11:00:00,2050-01-03 11:00:00,2050,1,3,0.2961975326375166,0.9991607559178031,10.287805091815546
2050-01-03 12:00:00,2050-01-03 12:00:00,2050,1,3,0.2538873209964858,0.9991320700239181,10.245208021235667
2050-01-03 13:00:00,2050-01-03 13:00:00,2050,1,3,0.19623160918303506,0.9991029022955281,10.187260632138317
2050-01-03 14:00:00,2050-01-03 14:00:00,2050,1,3,0.18144707775503577,0.9990732527466991,10.172179605222027
2050-01-03 15:00:00,2050-01-03 15:00:00,2050,1,3,0.7381900462158465,0.9990431213917298,10.728621260133144
2050-01-03 16:00:00,2050-01-03 16:00:00,2050,1,3,0.18726167398390936,0.9990125082451511,10.177386756435421
2050-01-03 17:00:00,2050-01-03 17:00:00,2050,1,3,0.21662727315681796,0.9989814133217262,10.20644140637408
2050-01-03 18:00:00,2050-01-03 18:00:00,2050,1,3,0.2618129754931242,0.9989498366364509,10.251311341857631
2050-01-03 19:00:00,2050-01-03 19:00:00,2050,1,3,0.6135712182940873,0.998917778204553,10.602749000339617
2050-01-03 20:00:00,2050-01-03 20:00:00,2050,1,3,0.780220654045015,0.9988852380414929,10.769073034459945
2050-01-03 21:00:00,2050-01-03 21:00:00,2050,1,3,0.17674592907278408,0.998852216162963,10.165268090702414
2050-01-03 22:00:00,2050-01-03 22:00:00,2050,1,3,0.08501838051565347,0.9988187125848885,10.073205506364538
2050-01-03 23:00:00,2050-01-03 23:00:00,2050,1,3,0.9657071320731856,0.9987847273234264,10.95355440530745
2050-01-04 00:00:00,2050-01-04 00:00:00,2050,1,4,0.6336245880541799,0.9987502603949663,10.621127192003843
2050-01-04 01:00:00,2050-01-04 01:00:00,2050,1,4,0.8774165188434017,0.9987153118161298,10.864569637004701
2050-01-04 02:00:00,2050-01-04 02:00:00,2050,1,4,0.2610691790389501,0.9986798816037711,10.24786799507666
2050-01-04 03:00:00,2050-01-04 03:00:00,2050,1,4,0.9173222059808772,0.9986439697749765,10.903761903730642
2050-01-04 04:00:00,2050-01-04 04:00:00,2050,1,4,0.036359528780941064,0.9986075763470647,10.022435292251588
