datetime,datetime,year,month,day,random,sazonal,timeSeries
2005-01-01 00:00:00,2005-01-01 00:00:00,2005,1,1,0.04353531990990267,1.0,10.043535319909903
2005-01-01 01:00:00,2005-01-01 01:00:00,2005,1,1,0.9684936152964654,0.9999997588734665,10.96849120403113
2005-01-01 02:00:00,2005-01-01 02:00:00,2005,1,1,0.6873891943049935,0.9999990354939822,10.687379549244815
2005-01-01 03:00:00,2005-01-01 03:00:00,2005,1,1,0.8304499104424327,0.999997829861896,10.830428209061392
2005-01-01 04:00:00,2005-01-01 04:00:00,2005,1,1,0.12175420847558194,0.9999961419777894,10.121715628253476
2005-01-01 05:00:00,2005-01-01 05:00:00,2005,1,1,0.10766282075660738,0.9999939718424762,10.10760253918137
2005-01-01 06:00:00,2005-01-01 06:00:00,2005,1,1,0.680818810484967,0.9999913194570031,10.680732005054997
2005-01-01 07:00:00,2005-01-01 07:00:00,2005,1,1,0.5568179281269043,0.9999881848226492,10.556699776353396
2005-01-01 08:00:00,2005-01-01 08:00:00,2005,1,1,0.3717516943728224,0.9999845679409262,10.371597373782084
2005-01-01 09:00:00,2005-01-01 09:00:00,2005,1,1,0.547949090963961,0.9999804688135782,10.547753779099743
2005-01-01 10:00:00,2005-01-01 10:00:00,2005,1,1,0.4918015697537319,0.9999758874425823,10.491560444179555
2005-01-01 11:00:00,2005-01-01 11:00:00,2005,1,1,0.06364003252403805,0.9999708238301476,10.063348270825514
2005-01-01 12:00:00,2005-01-01 12:00:00,2005,1,1,0.604085700245738,0.9999652779787161,10.6037384800329
2005-01-01 13:00:00,2005-01-01 13:00:00,2005,1,1,0.5911475959000364,0.9999592498909624,10.59074009480966
2005-01-01 14:00:00,2005-01-01 14:00:00,2005,1,1,0.05618468395353282,0.9999527395697936,10.055712079651467
2005-01-01 15:00:00,2005-01-01 15:00:00,2005,1,1,0.589307817221123,0.9999457470183493,10.588765287404616
2005-01-01 16:00:00,2005-01-01 16:00:00,2005,1,1,0.19014914940000605,0.9999382722400014,10.189531871800021
2005-01-01 17:00:00,2005-01-01 17:00:00,2005,1,1,0.943868581062033,0.9999303152383551,10.943171733445583
2005-01-01 18:00:00,2005-01-01 18:00:00,2005,1,1,0.18207033540269402,0.9999218760172474,10.181289095575167
2005-01-01 19:00:00,2005-01-01 19:00:00,2005,1,1,0.2796839718995413,0.999912954580748,10.278813517707022
2005-01-01 20:00:00,2005-01-01 20:00:00,2005,1,1,0.7053711690831773,0.9999035509331596,10.704406678414774
2005-01-01 21:00:00,2005-01-01 21:00:00,2005,1,1,0.7520161199292836,0.9998936650790171,10.750952770719454
2005-01-01 22:00:00,2005-01-01 22:00:00,2005,1,1,0.25709369005265315,0.9998832970230879,10.255926660283532
2005-01-01 23:00:00,2005-01-01 23:00:00,2005,1,1,0.3050052883810862,0.9998724467703719,10.303729756084804
2005-01-02 00:00:00,2005-01-02 00:00:00,2005,1,2,0.37473200959168773,0.9998611143261019,10.373343152852707
2005-01-02 01:00:00,2005-01-02 01:00:00,2005,1,2,0.0583398372632109,0.9998492996957429,10.05683283422064
2005-01-02 02:00:00,2005-01-02 02:00:00,2005,1,2,0.9861452836330445,0.9998370028849926,10.984515312482971
2005-01-02 03:00:00,2005-01-02 03:00:00,2005,1,2,0.7575919854443215,0.999824223899781,10.75583422444213
2005-01-02 04:00:00,2005-01-02 04:00:00,2005,1,2,0.2256228632777041,0.9998109627462709,10.223732490740414
2005-01-02 05:00:00,2005-01-02 05:00:00,2005,1,2,0.25122279757460764,0.9997972194308576,10.249194991883185
2005-01-02 06:00:00,2005-01-02 06:00:00,2005,1,2,0.7110825372647215,0.9997829939601689,10.70891247686641
2005-01-02 07:00:00,2005-01-02 07:00:00,2005,1,2,0.961502296464002,0.999768286341065,10.95918515987465
2005-01-02 08:00:00,2005-01-02 08:00:00,2005,1,2,0.6208113181154675,0.9997530965806385,10.618342283921853
2005-01-02 09:00:00,2005-01-02 09:00:00,2005,1,2,0.8793847802523671,0.999737424686215,10.876759027114517
2005-01-02 10:00:00,2005-01-02 10:00:00,2005,1,2,0.6839110112858702,0.9997212706653522,10.681123717939393
2005-01-02 11:00:00,2005-01-02 11:00:00,2005,1,2,0.9103570981887275,0.9997046345258405,10.907403443447132
2005-01-02 12:00:00,2005-01-02 12:00:00,2005,1,2,0.059139740729187706,0.9996875162757026,10.056014903486215
2005-01-02 13:00:00,2005-01-02 13:00:00,2005,1,2,0.4524824934747501,0.9996699159231939,10.44918165270669
2005-01-02 14:00:00,2005-01-02 14:00:00,2005,1,2,0.27131918412073386,0.9996518334768022,10.267837518888754
2005-01-02 15:00:00,2005-01-02 15:00:00,2005,1,2,0.8748371727134745,0.9996332689452478,10.871169862165953
2005-01-02 16:00:00,2005-01-02 16:00:00,2005,1,2,0.5560457939602254,0.9996142223374836,10.55218801733506
2005-01-02 17:00:00,2005-01-02 17:00:00,2005,1,2,0.11996705889137871,0.9995946936626949,10.115913995518328
2005-01-02 18:00:00,2005-01-02 18:00:00,2005,1,2,0.947469818614352,0.9995746829302993,10.943216647917344
2005-01-02 19:00:00,2005-01-02 19:00:00,2005,1,2,0.030524192855927668,0.9995541901499472,10.0260660943554
2005-01-02 20:00:00,2005-01-02 20:00:00,2005,1,2,0.6191056840827335,0.9995332153315211,10.614437837397944
2005-01-02 21:00:00,2005-01-02 21:00:00,2005,1,2,0.17126206649404896,0.9995117584851364,10.166379651345412
