datetime,datetime,year,month,day,random,sazonal,timeSeries
2002-01-01 00:00:00,2002-01-01 00:00:00,2002,1,1,0.41587602570540005,1.0,10.4158760257054
2002-01-01 01:00:00,2002-01-01 01:00:00,2002,1,1,0.19408514805905208,0.9999997588734665,10.194082736793717
2002-01-01 02:00:00,2002-01-01 02:00:00,2002,1,1,0.1894601382773794,0.9999990354939822,10.189450493217201
2002-01-01 03:00:00,2002-01-01 03:00:00,2002,1,1,0.8374258567420662,0.999997829861896,10.837404155361025
2002-01-01 04:00:00,2002-01-01 04:00:00,2002,1,1,0.6843441525394229,0.9999961419777894,10.684305572317315
2002-01-01 05:00:00,2002-01-01 05:00:00,2002,1,1,0.0094684035539786,0.9999939718424762,10.00940812197874
2002-01-01 06:00:00,2002-01-01 06:00:00,2002,1,1,0.4214271159335887,0.9999913194570031,10.42134031050362
2002-01-01 07:00:00,2002-01-01 07:00:00,2002,1,1,0.8938468446015391,0.9999881848226492,10.89372869282803
2002-01-01 08:00:00,2002-01-01 08:00:00,2002,1,1,0.19772634811622458,0.9999845679409262,10.197572027525487
2002-01-01 09:00:00,2002-01-01 09:00:00,2002,1,1,0.48081642266305624,0.9999804688135782,10.480621110798838
2002-01-01 10:00:00,2002-01-01 10:00:00,2002,1,1,0.8560469308506282,0.9999758874425823,10.85580580527645
2002-01-01 11:00:00,2002-01-01 11:00:00,2002,1,1,0.06839497140975515,0.9999708238301476,10.068103209711232
2002-01-01 12:00:00,2002-01-01 12:00:00,2002,1,1,0.5869751896939607,0.9999652779787161,10.586627969481123
2002-01-01 13:00:00,2002-01-01 13:00:00,2002,1,1,0.8325714962615022,0.9999592498909624,10.832163995171127
2002-01-01 14:00:00,2002-01-01 14:00:00,2002,1,1,0.843991287449413,0.9999527395697936,10.843518683147348
2002-01-01 15:00:00,2002-01-01 15:00:00,2002,1,1,0.8627877258883415,0.9999457470183493,10.862245196071836
2002-01-01 16:00:00,2002-01-01 16:00:00,2002,1,1,0.42742695888279136,0.9999382722400014,10.426809681282805
2002-01-01 17:00:00,2002-01-01 17:00:00,2002,1,1,0.456443865277976,0.9999303152383551,10.455747017661526
2002-01-01 18:00:00,2002-01-01 18:00:00,2002,1,1,0.9304256434634067,0.9999218760172474,10.92964440363588
2002-01-01 19:00:00,2002-01-01 19:00:00,2002,1,1,0.8635983357090266,0.999912954580748,10.862727881516507
2002-01-01 20:00:00,2002-01-01 20:00:00,2002,1,1,0.6925851968674132,0.9999035509331596,10.691620706199009
2002-01-01 21:00:00,2002-01-01 21:00:00,2002,1,1,0.6444844944224855,0.9998936650790171,10.643421145212656
2002-01-01 22:00:00,2002-01-01 22:00:00,2002,1,1,0.8213094639677943,0.9998832970230879,10.820142434198672
2002-01-01 23:00:00,2002-01-01 23:00:00,2002,1,1,0.37429816813337224,0.9998724467703719,10.37302263583709
2002-01-02 00:00:00,2002-01-02 00:00:00,2002,1,2,0.326851353182002,0.9998611143261019,10.325462496443022
2002-01-02 01:00:00,2002-01-02 01:00:00,2002,1,2,0.7062491960522702,0.9998492996957429,10.7047421930097
2002-01-02 02:00:00,2002-01-02 02:00:00,2002,1,2,0.8338486219228226,0.9998370028849926,10.832218650772749
2002-01-02 03:00:00,2002-01-02 03:00:00,2002,1,2,0.3287643224176422,0.999824223899781,10.327006561415452
2002-01-02 04:00:00,2002-01-02 04:00:00,2002,1,2,0.834323275080253,0.9998109627462709,10.832432902542962
2002-01-02 05:00:00,2002-01-02 05:00:00,2002,1,2,0.4507884075560774,0.9997972194308576,10.448760601864654
2002-01-02 06:00:00,2002-01-02 06:00:00,2002,1,2,0.08463137367069506,0.9997829939601689,10.082461313272383
2002-01-02 07:00:00,2002-01-02 07:00:00,2002,1,2,0.203842528175747,0.999768286341065,10.201525391586395
2002-01-02 08:00:00,2002-01-02 08:00:00,2002,1,2,0.8623890196327699,0.9997530965806385,10.859919985439156
2002-01-02 09:00:00,2002-01-02 09:00:00,2002,1,2,0.26939440922783275,0.999737424686215,10.266768656089981
2002-01-02 10:00:00,2002-01-02 10:00:00,2002,1,2,0.7360536665735246,0.9997212706653522,10.733266373227048
2002-01-02 11:00:00,2002-01-02 11:00:00,2002,1,2,0.7734703320537174,0.9997046345258405,10.770516677312122
2002-01-02 12:00:00,2002-01-02 12:00:00,2002,1,2,0.7405013993554401,0.9996875162757026,10.737376562112466
2002-01-02 13:00:00,2002-01-02 13:00:00,2002,1,2,0.8336503797474206,0.9996699159231939,10.830349538979359
2002-01-02 14:00:00,2002-01-02 14:00:00,2002,1,2,0.6247294165852224,0.9996518334768022,10.621247751353243
2002-01-02 15:00:00,2002-01-02 15:00:00,2002,1,2,0.412699556554882,0.9996332689452478,10.40903224600736
2002-01-02 16:00:00,2002-01-02 16:00:00,2002,1,2,0.2616105271518496,0.9996142223374836,10.257752750526686
2002-01-02 17:00:00,2002-01-02 17:00:00,2002,1,2,0.5285121141666212,0.9995946936626949,10.524459050793572
2002-01-02 18:00:00,2002-01-02 18:00:00,2002,1,2,0.4100537847927602,0.9995746829302993,10.405800614095753
2002-01-02 19:00:00,2002-01-02 19:00:00,2002,1,2,0.6264362844378827,0.9995541901499472,10.621978185937355
2002-01-02 20:00:00,2002-01-02 20:00:00,2002,1,2,0.5057544939815163,0.9995332153315211,10.501086647296727
2002-01-02 21:00:00,2002-01-02 21:00:00,2002,1,2,0.6565191949252258,0.9995117584851364,10.65163677977659
2002-01-02 22:00:00,2002-01-02 22:00:00,2002,1,2,0.9039152186301307,0.9994898196211406,10.898813414841536
2002-01-02 23:00:00,2002-01-02 23:00:00,2002,1,2,0.18139392722635683,0.9994673987501137,10.176067914727494
2002-01-03 00:00:00,2002-01-03 00:00:00,2002,1,3,0.7263363601431576,0.9994444958828685,10.720781318971843
2002-01-03 01:00:00,2002-01-03 01:00:00,2002,1,3,0.17883721261083685,0.9994211110304497,10.173048322915335
2002-01-03 02:00:00,2002-01-03 02:00:00,2002,1,3,0.7603253310589635,0.999397244204135,10.754297773100314
2002-01-03 03:00:00,2002-01-03 03:00:00,2002,1,3,0.020194964114391478,0.999372895415434,10.01392391826873
2002-01-03 04:00:00,2002-01-03 04:00:00,2002,1,3,0.5294425613622554,0.999348064676089,10.522923208123146
